Date,High,Low,Open,Close,Volume,Adj Close
2002-07-01,317.5,307.0,311.79998779296875,312.3500061035156,113852.0,167.16477966308594
2002-07-02,323.0,313.5,314.79998779296875,315.3999938964844,166016.0,168.79708862304688
2002-07-03,322.5,312.0,316.25,314.3500061035156,196486.0,168.23519897460938
2002-07-04,319.8500061035156,316.75,316.75,318.1499938964844,233997.0,170.26889038085938
2002-07-05,330.0,319.8999938964844,319.8999938964844,324.04998779296875,472596.0,173.4264678955078
2002-07-08,340.0,328.0,331.0,338.8500061035156,317179.0,181.34722900390625
2002-07-09,343.8999938964844,333.0,339.29998779296875,336.6499938964844,456642.0,180.16973876953125
2002-07-10,338.0,328.0,336.6000061035156,329.5,98892.0,176.34323120117188
2002-07-11,330.0,322.25,330.0,323.3999938964844,68794.0,173.07858276367188
2002-07-12,332.0,326.0,326.79998779296875,327.95001220703125,63190.0,175.51368713378906
2002-07-15,328.79998779296875,319.0,328.0,320.6499938964844,87809.0,171.60682678222656
2002-07-16,320.95001220703125,314.0,318.5,315.0,47189.0,168.58306884765625
2002-07-17,317.8999938964844,305.0,314.1000061035156,307.75,122953.0,164.7029571533203
2002-07-18,315.0,307.5,308.1000061035156,312.25,173079.0,167.11129760742188
2002-07-19,314.0,300.0,300.0,307.25,84246.0,164.4353485107422
2002-07-22,307.70001220703125,299.20001220703125,302.0,301.8999938964844,103234.0,161.57215881347656
2002-07-23,309.1000061035156,298.04998779296875,300.0,306.1000061035156,78746.0,163.81991577148438
2002-07-24,309.75,295.95001220703125,307.0,299.04998779296875,189959.0,160.046875
2002-07-25,312.0,284.54998779296875,312.0,287.25,266291.0,153.73165893554688
2002-07-26,289.70001220703125,276.1499938964844,285.29998779296875,278.5,178532.0,149.04881286621094
2002-07-29,281.8999938964844,246.0500030517578,279.8999938964844,274.0,386909.0,146.64047241210938
2002-07-30,289.0,275.1000061035156,280.0,276.5,254176.0,147.97845458984375
2002-07-31,272.0,255.0,255.0,267.1000061035156,325601.0,142.94773864746094
2002-08-01,279.8999938964844,255.25,269.0,262.79998779296875,438415.0,140.64645385742188
2002-08-02,271.95001220703125,255.5,260.0,269.0,229465.0,143.96458435058594
2002-08-05,280.1000061035156,271.79998779296875,271.79998779296875,276.25,297447.0,147.84466552734375
2002-08-06,284.8999938964844,272.1000061035156,277.3999938964844,279.5,184716.0,149.583984375
2002-08-07,284.8999938964844,272.0,282.0,273.3999938964844,164013.0,146.3194122314453
2002-08-08,279.0,272.0,275.79998779296875,274.20001220703125,166449.0,146.74755859375
2002-08-09,278.0,273.0,278.0,275.5,94358.0,147.4432830810547
